Tweets,Favorite,Retweets,Engagement,Sentiment,Tweet Length,Exclamations/Questions,Capital Letters,Passion
"If you are neutral in situations of injustice,you have chosen the side of the oppressor. #LibyanSlaveTrade #Libya  #africanlivesmatter #useyourvoice #useyourpower #protest #SpeakUp ",3,3,6,0.0,181,0,10,10
Sounds like slavery to the civil rights movement all over again. We have to stop allowing racist folks/organizations to control our communities.   ,2,0,2,0.0,147,0,5,5
There comes a time when silence is betrayal. #LibyaSlaveTrade #libya #useyourvoice #useyourpower  #africanlivesmatter #protest ,2,1,3,0.0,127,0,7,7
Big up the brothers and sisters representing at the #AntiSlavery2017 demo in London.  ,8,3,11,0.0,86,0,7,7
"#IAmTheResistance
I want a country where women lead.
where  & our #Dreamers & Muslim neighbors are embraced.
No #RoyMoore ",17,4,21,0.0,125,0,13,13
 demonstration in #hydeparkcorner ,1,0,1,0.0,34,0,3,3
The madness of having to protest against slavery in 2017 #libya  #africanlivesmatter #protest #libyaslavetrade #useyourvoice #useyourpower ,6,3,9,0.0,139,0,1,1
#DemBlackMamas 3 #BlackMamaCreatives @biblebeltblack @TheaMonyee @wrapsnboobs give u all the #BlackMamaMagic? ur heart can hold discussing raising #FreeBlackChildren in an unfree word while pursuing their own dreams. #BlkCreatives #PodsInColor #WOCAffirmation  ,2,1,3,0.6,261,0,26,26
"BLACK LIVES MATTER.

Stop racism. 
Stop tearing families apart. 
Stop killing our own people.
Stop gun violence against our own citizens.

#EnoughIsEnough 
 

 #ThingsITrustMoreThanFoxNews ",11,3,14,0.3444444444444444,199,0,33,33
Tanya Lucia Bernard x FOREMOST :  : ,0,0,0,0.0,36,0,14,14
"Black woman started the #MeToo 10 years ago.   As victims of the most sustained & socially sanctioned abuse in US history, this rallying cry was a silent scream. 
Here?s what actually started the #metoo movement, long before the hashtag ",0,0,0,0.052777777777777785,238,0,10,10
", and Black Health Matters, too: Reproductive Justice  ",0,1,1,-0.16666666666666666,55,0,8,8
"#activist understand the need to confront all #injustice  Speaking UP diminishes their power, and spreads social equity, we the #Dreamers #metoo  #LGBTQ #Muslims #Jews  need to protect&Speak up 4eachother- ideally if one group is under attack we all under attack ",0,0,0,0.4666666666666667,263,0,15,15
"DM to request graphic design.
Follow me @melaningraphics for more.
 #GraphicDesigner #GraphicDesign  #ART  #Graphic #Digital  #Melanin   ",2,0,2,0.125,139,0,13,13
"3 compelling stages in the exemplary American life & legacy of P.B.S. Pinchback, for the 145th anniversary of his becoming the 1st Af Am governor! #Twitterstorians   #TeachReconstruction ",2,1,3,0.28750000000000003,187,1,13,14
"Logo created for @Queen_Brianna16.
 DM to request graphic design.
Follow me @melaningraphics for more.
 #GraphicDesigner #GraphicDesign  #ART  #Graphic #Digital  #Melanin   ",2,1,3,0.125,176,0,16,16
"A white man denies housing to vets, Black man kneels during yall?s National anthem and y?all say we disrespecting veterans. Racism. It?s all about race in this country.  ",7,4,11,-0.08333333333333333,170,0,8,8
 founder Alicia Garza to speak at Skidmore ,0,0,0,0.0,43,0,6,6
"In other words,  is just a cover for people to say that #whitelivesdontmatter. This has to be the worst train of logic I've seen in a long time. ",0,0,0,-0.39166666666666666,145,0,4,4
" #BLM  #Amazon #Echo #Alexa - #GoogleMini doesn't have an opinion but as she says, she's always learning! #GoogleMini #GoogleHome #Google #Android #IFTTT",0,0,0,0.0,153,1,22,23
"Logo created for a client.
DM to request graphic design.
Follow me @melaningraphics for more.
 #GraphicDesigner #GraphicDesign  #ART  #Graphic #Digital  #Melanin   ",2,0,2,0.125,167,0,14,14
"#ArmyNavyGame is a tradition in my family to watch, can't wait. There will be no Ahole #TakeAKnee #nfl  #liberals or jackass   bull crap . Just the love of #football and the love of our #Military and #USA and of course #ArmyNavyGame  #BuildTheWall  #GoArmy #Trump",1,0,1,-0.08,263,0,25,25
"Logo for sale. 
DM to request graphic design.
Follow me @melaningraphics for more.
 #GraphicDesigner #GraphicDesign  #ART  #Graphic #Digital  #Melanin   ",1,0,1,0.125,156,0,14,14
Never forget the time I was marching with  and Santas were shouting ?get a job!? at us. FUCK #SANTACON ! #FUCKSANTACON !,0,0,0,-0.625,120,3,30,33
"NO way #Alabama's gonna let some RACIST PEDO SCUMBAG like #RoyMoore?? in the family, capisce?!!
#VoteDougJones #NoMoore2017 #AlabamaSenateRace  
#Metoo  
#TheResistance #CNN #ResistGangsta? ",6,5,11,0.0,193,3,41,44
"DONATE TODAY TO END DEATHS DUE TO OVERDOSES - 
#therapy #thisiswhoiam #rawmaterial #trump #donaldtrump #racist  #trumpsupporters  #demons #thugs #neonazi #bumfights  #lynch",0,0,0,-0.125,173,0,36,36
"December 2017: Black homeownership just hit the highest level it?s ever been in the history of our country.
",3,0,3,-0.16666666666666666,109,0,3,3
"In Jackson #Mississippi, @POTUS protestors now line the block, waiting for the presidential motorcade. P45 is expected for the opening of the new Civil Rights Museum. 
 #UnityMS #NotInMyMississippi #Jxn ",25,14,39,0.01818181818181817,204,0,23,23
"""I?m convinced that we black women possess a special indestructible strength that allows us to not only get down, but the get up, to get through, and to get over.""?Janet Jackson
#MarketMelanin #SocialSaturdays #blackexcellence #blackpower  #blackqueen #blackkings ",14,6,20,0.008730158730158727,265,0,7,7
"#ThingsITrustMoreThanFoxNews

That #LiberalismIsAMentalDisorder #CNNFakeNews @HillaryClinton is corrupt #DemocratsAreChildren  is a racist organization @ShaunKing or #TalcumX is one of the whitest people out there and #Twitter loves to censor",0,0,0,-0.5,244,0,31,31
Because  you racist ,0,0,0,0.0,20,0,4,4
#CivilRightsMuseum I wanna watch the protesters in MISSISSIPPI #RiseUp #NoGoingBack  #TrumpRussia #TrumpIsAWhiteSupremacist,0,0,0,0.0,123,0,30,30
"?Through this program I became wiser. If I hadn?t come here, I?d still be a small dumb ignorant obnoxious vulnerable simple-minded child.? - D, an AFJ participant #newbeginnings #SecondChancesWork #JuvenileJustice  ",3,1,4,-0.375,215,0,17,17
'Green The Church' Seeks To Mobilize Black Churches On Climate Change  via @HuffPostGreen ,0,0,0,-0.18333333333333332,90,0,14,14
"I'm a single mom of four, a pediatrician, and a Christian. I believe that

Healthcare is a basic human right.
Love is love.
Our diversity makes us stronger.
Science is real. 
Refugees and immigrants are welcome. 
No human being is illegal.
#IAmTheResistance ",51,28,79,0.15584415584415587,266,0,16,16
"My fellow white people, imagine that what you saw happen to Daniel Shaver was happening to white people across the country all the time. Starting to get it now? ",115,42,157,0.0,161,1,7,8
 Activists Angry They Can't Ban White People From PUBLIC LIBRARY MEETINGS ,1,1,2,-0.16666666666666666,74,0,32,32
This is unbelievable. I say again. Far more dangerous than our police are our courts. Only a small % of police abuse their power - but a huge % of court cases protect those abuses. Almost never finding racist and evil police accountable for their actions.  ,1,0,1,-0.13749999999999998,257,0,8,8
"#WhiteSupremacy Teach In tomorrow in Palm Beach! #blm954  
",0,0,0,0.0,60,1,9,10
A reminder that when you?re not considered a part of the ?public? you get little public safety.  #joyandjustice ,6,3,9,-0.0625,112,0,1,1
"#FATHERHOOD

Now as a young Black woman
Demonstrate your self-respect by neither speaking nor laughing at Volume #11

Make ",0,0,0,-0.033333333333333326,128,0,18,18
I #really NEED #MySon TO BE LAID TO REST AND TO DO THAT ALL THAT IS DONE BY THIS @UKParliament IS TO NOT #HELP BUT TO #shutdown MY #truth .  YOU KNOW HOW @cobbctylawless IS A #nastyparty WHOM AR ALL IN THE #UK #Government WHO HAVE NOW JUST BASICALLY DONE A #Dawn ,0,0,0,0.2,263,0,134,134
Chicago poet gets his due.  #arts #community #socialwork #education #humanrights  #MAGA ,1,1,2,-0.125,88,0,8,8
"I am comfortable in my skin! Because God makes no mistakes! ""Are you a Primadonna?""...#primadonnamagazine #blackgirlsrock  #BlackGirlMagic #beauty #style #fashion #glamour #sultry ",1,0,1,0.625,180,3,11,14
"#AskRoyMoore how proud are you of your wife Kayla's #racist posting?

ELECTION IS DECEMBER 12

#SaturdayMorning #DougJonesForSenate #ALSen #BlackTwitter  ",4,4,8,0.8,158,1,36,37
 #stophumantrafficking with @lisaSamuels13 ,1,0,1,0.0,43,0,4,4
This is really what?s happening.  #BlueLivesMatter #MAGA ,0,0,0,0.2,57,0,11,11
"...no soda, no candy, no children of undocumented immigrants, must apply in person.   ",0,0,0,0.0,86,0,3,3
 even to #alexa #AmazonEcho ???????? ,0,0,0,0.0,37,0,5,5
You can't make this up. @NJ_Ayuk making a heroic stand for the 1000 fake twitter accounts that like his tweet with the hashtag  ,0,0,0,0.09999999999999998,128,0,4,4
Truth.  #TheResistance #NAACP ,0,0,0,0.0,30,0,11,11
"If certain folks in this country were not so caught up on silencing the  movement, which seeks to eradicate Police Brutality and Abuse Of Power, then society as a whole would be closer to realizing the benefits of police reform.  No cop should be above the law! ",0,0,0,0.13809523809523808,262,1,10,11
Ghanaian President Embarrass French President With Shocking Speech  via @YouTube. #facts #slavery #LibyaSlaveTrade #whitesupremicy #freeafrica ,0,0,0,-0.5,143,0,16,16
WE ARE NOT FOR SALE! #nomoreslavery #freedom #endLibyanslavetrade #justice #breakthechains  ,1,2,3,0.0,92,1,19,20
 and Beyond Syllabus is complete. I'll share it on my website in a few weeks. This gone be ? #BlackProfessor ,1,1,2,-0.05,109,0,9,9
"LITERAL FLAG USE!!!

HERE'S HOW THEY FEEL ABOUT US!!!

#2017 #BLM  #BLMNews @Kaepernick7 @cthagod @MichaelEDyson @drboycewatkins1 @bomani_jones @MAL___ @michaelsmith @Combat_Jack @RealMikeWilbon @rolandsmartin ",1,0,1,0.0,214,6,59,65
"This is horrible to watch. He deserves justice. All unarmed people killed by police deserve justice. That shouldn't be an extreme viewpoint. Also, the victim was white, but  has been speaking up for him, bc they know just bc #blm doesn't mean other lives don't. ",0,0,0,-0.2625,262,0,5,5
#throwback to presenting my paper on feminist theory and  at the university college feminist society conference last year ?? ,2,0,2,0.0,125,0,0,0
"Watch NYXT for #HumanRightsWeek: our partners are shining a spotlight on , #disability rights, #humantrafficking, anti-#LGBT violence, the prison industrial complex and more now:  #HumanRightsDay ",0,0,0,0.1,196,0,18,18
"UK Drug Policy and the Fight for Black Lives 
 #blm #racism 
",3,4,7,-0.16666666666666666,63,0,7,7
"Remember this when they tell you that hard work alone determines if you're a winner in this place. 

 ",1,1,2,-0.2916666666666667,104,0,1,1
"Some like to counter the cause of  with #AllLivesMatter. Well, here's an unarmed WHITE dude senselessly executed by a totally out of control cop. ? Try rationalizing THIS America. BLM has a point. ",0,0,0,0.0,197,0,22,22
"When #SNCC was the  of the Civil Rights Movement 
 ",24,16,40,0.0,52,0,11,11
"Shootings that won't be protested by @Kaepernick7. Far worse judgment than anything  ever rioted over.

#DanielShaver #Brailsford

",1,1,2,-0.15000000000000002,135,0,9,9
" #taketheknee #colinkapernick #eminem #black #blacks
Yup...she's right
",0,0,0,0.05952380952380953,73,0,1,1
Former officer Philip Brailsford executed Daniel Shaver #JusticeForDanielShaver  #OppressedLivesMatter #PoliceBrutality,0,0,0,0.0,119,0,17,17
This animal tortured a retarded kid because he was white. Broadcast it. And walked.  needs to shut the hell up. Forever. ,0,0,0,-0.4,121,0,7,7
"Alicia Garza, Co-Creator of  Movement, to Speak at ODU ",0,0,0,0.0,55,0,12,12
Nothing has even happened recently but I know it?s happening and the thought of that violation of human rights hurttts ? ,0,0,0,0.0,121,0,2,2
Another black family robbed in anyway is mad painful cus it can happen to me anydayyy... I?m not untouchable and that shit hurts. the only escape is the money ,1,0,1,-0.3383333333333333,159,0,5,5
Is there a problem?  ,0,0,0,0.0,21,1,4,5
because you and @LorettaLynch prosecuted everyone from  protesters to soccer cheats. neither @BarackObama appointees indicted on treasonous misogynistic white supremacist in law enforcement or politics. even w. bush did more to fight organized white supremacists. ,0,0,0,0.16666666666666666,264,0,7,7
"anti slavery march london 2017

#AntiSlaveryMarchLondon 

Stay safe you all. #Libya #Slavery #MustStop #AllLivesMatter ",0,0,0,0.5,123,0,15,15
"Tragic news of US black churches burning, is a propaganda material for BennyWenda FreeWestPapua   #PapuaIndonesia #WestPapuaIndonesia",0,0,0,-0.33888888888888885,133,0,16,16
White people with   in their bio are always the absolute worst. ,2,0,2,-0.26666666666666666,64,0,4,4
".@aunjanuejlt @GenesisBe are my heroines, #TakeItDown :: Take down racism and the flags that honor it  ",2,1,3,-0.1555555555555556,103,0,9,9
The support was fantastic. Let's hope it makes a difference #EndSlavery #BLM  ,2,0,2,0.4,78,0,10,10
Live from the Libyan embassy #WeAreNotForSale  ,1,0,1,0.13636363636363635,47,0,10,10
What's his real agenda. @Kaepernick7 #blueracism #ShaunKing @NFL @nflcommish #NFL  @bluelivesmtr @BackThePolice @NatPoliceAssoc @w_terrence @wolfgangfaustX @49ers @steelers @MiamiDolphins @Seahawks @texashabanero ,1,2,3,0.2,213,0,23,23
Cold blooded  murder. It is sickening!  ,0,0,0,-0.8,40,1,5,6
"Tragic news of US black churches burning, is a propaganda material for BennyWenda FreeWestPapua   #PapuaIndonesia #WestPapuaIndonesia",0,0,0,-0.33888888888888885,133,0,16,16
.@GenesisBe @aunjanuejlt are in the #SilentProtest today while @POTUS makes a meaningless photo op appearance. Would love if he took the opportunity to make sure  instead ,22,18,40,0.16666666666666666,171,0,13,13
"Lol I feel like @RedPillBlack is out here trolling white people to make a quick buck. Shame on you for taking advantage of simple white folk. #BlackTwitter come look at this, does she even believe that  then again her smile screams #GetOut but #GetMoney boo boo.",0,0,0,0.2388888888888889,262,0,15,15
"Tragic news of US black churches burning, is a propaganda material for BennyWenda FreeWestPapua   #PapuaIndonesia #WestPapuaIndonesia",0,0,0,-0.33888888888888885,133,0,16,16
"Tragic news of US black churches burning, is a propaganda material for BennyWenda FreeWestPapua   #Jayapura #PapuaIndonesia",0,0,0,-0.33888888888888885,123,0,14,14
Taking a wild guess here that the off duty police sergeant is white and Walmart shopper black?  ,0,0,0,-0.022222222222222216,96,1,5,6
Hotep killed ,27,12,39,-0.2,13,0,4,4
Sad that we even need it but very innovative and.  intuitive. Kudosyoung man  ,0,0,0,0.07500000000000001,78,0,5,5
The latest The Independent!  #dwp ,0,0,0,0.25,34,1,3,4
??#UK March Today Against African Slavery? #endslavery #shameonlibya #libyaslavetrade #antislavery #ukmarchagainstslavery  ,19,7,26,0.0,123,0,7,7
"Tragic news of US black churches burning, is a propaganda material for @BennyWenda @FreeWestPapua  ",0,0,0,-0.33888888888888885,99,0,11,11
Anti-Slavery March - Libyan Embassy #AfricanLivesMatter  #EndSlavery #LibyaSlaveTrade ,14,7,21,0.0,86,0,16,16
"woke up with the image of #DanielShaver execution, and my tears fell all over again. His life didn?t mean a thing to that bastard who pulled the trigger. He wasn?t there as an agent of peace but of death. #thisisAmerica ",4,3,7,-0.3125,220,0,8,8
"Slavery of black people needs to stop! This is ridiculous! 

 #WHUCHE ",0,0,0,-0.3125,72,2,11,13
"True because the world just can't get enough of the aging white male perspective, @DesmondCole  ",1,0,1,0.0875,96,0,6,6
"Well, sadly we've all seen another police officer execute another unarmed man begging for his life. I can't bear the horror of the last few minutes of #DanielShaver 's life. Another acquittal. What will it take to convict a cop? #TakeAKnee ",28,17,45,-0.2333333333333333,240,1,12,13
Exactly! THIS is why #ColinKaepernick and others took a knee.  ,0,0,0,0.3125,63,1,10,11
It's at the 4 minute mark - the guy is clearly terrified and breaks down..it's at that point that's he's executed..  #MLK #BlackHistory #GunControlNow ,4,5,9,0.10000000000000002,151,0,12,12
"Kidnapping,torture, hate crime and all she got was a year.? Please explain #WhitePrivilege to me again?    #mega #maga #MakeAmericaGreatAgain #SaturdayMorning #SaturdayMotivation  #DoubleStandards",0,0,0,-0.8,196,2,17,19
"#PhilandoCastille, a beloved nutrition services supervisor in Saint Paul, MN, was tragically murdered by a police officer last year. Now, the community is doing the work Castille loved.

 #HandsUpDontShoot #RiseUpAsOne ",15,7,22,0.4666666666666666,221,0,19,19
Mad much ????   #BlackTwitter  ,1,0,1,-0.2125,31,0,6,6
"It's okay for blacks to taunt and finally attack whites with clubs.
It's not okay for whites to successfully defend themselves.
Got it. I'll try to remember that next time I'm out.
#WhitePrivilege 
 ",1,1,2,0.2,203,0,10,10
"White People Are Upset That Amazon?s Alexa Belieives 



Shared from my Google feed",0,0,0,0.0,87,0,13,13
The day white people actually grow a back bone and stand up to the racist bigotry spewing out of  will be a beautiful day..,0,0,0,0.2125,123,0,4,4
Sleeve tattoos became acceptable in policing after the Iraq war so they could allow mentally unstable and emotionally damaged vets into the  ranks. #DanielShaver  #BlueLivesMatter ,1,1,2,-0.05,180,0,10,10
I am giving this book to my booklover friends  #childrensbook ,1,0,1,0.0,62,0,4,4
Where is the rest of #blackcelebrities around the world.  Well done @NaomiCampbell. Raise your voices people. Protest works. People power works.  #Libya must stop this gross abuse of human rights. #LibyaSlaveTrade  #LibyanSlaveTrade  ,7,4,11,0.0,234,0,17,17
Maybe we should have listened to  . #PhilandoCastile #TamirRice #SandraBland #DejuanGuillory #DanielShaver ,1,0,1,0.0,107,0,14,14
"This Verizon's response to me. Really #Verizon really? They called my inquire ""feedback"".  ",0,0,0,0.2,91,1,5,6
"Fight Anti-Blackness. Anti-slavery demonstration outside the Libyan Embassy, London.  ",0,0,0,0.0,86,0,7,7
Being Black in US means taking out trash (while Handicapped no less) getting attacked by a K9 officer for 0 reason & then that K9 & his handler (who gets one a ONE day suspension) gets to keep their job. This should be an AUTOMATIC suspension & retraining.  ,0,1,1,-0.04166666666666666,258,0,23,23
?One dollar? ?A dollar each and for all! ? ,0,0,0,0.0,43,1,3,4
"Racism is taught in our society, it is not automatic. It is learned behavior toward persons with dissimilar physical characteristics.
-Alex Haley

#RESIST! ??
#TheResistance #Racism #StopRacism   #BlueWave #Resistance #FBR #VoteThemOut ",2,1,3,0.0,240,1,27,28
Exclusive Interview: Mumia Abu-Jamal Speaks About  and Police Violence  via @truthout,24,26,50,0.0,85,0,12,12
"I strongly disagree with 
Hate me for it but #AllLivesMatter",0,0,0,-0.18333333333333335,61,0,8,8
The City does not appeal to diversity.  Manager is terrible. Weather too humid.  #CardinalNation ,0,0,0,-1.0,97,0,6,6
At the Libyan Embassy in London fighting against #slavery  #EndSlaveryinLibya ,2,0,2,0.0,78,0,10,10
March against the enslaving and selling of Africans in Libya! How is this allowed to go on? This has to #StopNow  #AFRICANLIVESMATTER #slaveryinlibya #torturw #rape #murder ,2,1,3,0.0,173,2,28,30
"?For some strange reason I can never be what I ought to be until you are what you ought to be.  This is the way God?s universe is made; this is the way it is structured.? Dr. Martin Luther King, Jr. ",0,0,0,-0.05,199,0,13,13
Just observing all that white male privilege battling against the #CaliforniaWildfires helping to save people regardless of skin colour.  ,7,2,9,0.0,138,0,6,6
 I NEED ALL OF THOSE WHO ARE NOT SEEING ALL THAT I HAVE BEEN SAYING ABOUT THOSE WHO ARE IN @UKParliament WHO HAVE #Tottenham BELIEVING THAT  YET ARE THERE BIGGING UP THE #Enemy.,0,0,0,0.0,177,0,121,121
I hope to see this as a national story and that it elicits the equivalent outrage that would ignite if it were a person of color. Yet I don't expect that it will.  #BlackTwitter  ,1,0,1,0.0,179,0,8,8
"#DreamIn4Words Complete Justice Department reform #BlackTwitter  
#BlackExcellence",1,2,3,0.1,83,0,13,13
"Cops are allowed to execute black people in the United States. 
#BLM  #Kaepernick #whywekneel ",1,0,1,-0.16666666666666666,95,0,7,7
While this shit is fucked up & horrible & the man did not deserve to lose his life......how many situations like this have to happen where WHITE ppl get shot like dogs before everyone realizes the problem ain?t ?non compliant? suspects.  ,0,0,0,-0.26,238,0,9,9
Great turn out at #Slavery protest in #London. Refugees are welcome here #EndSlavery #Libya  #AntiSlavery ,31,21,52,0.8,106,0,12,12
 requires that #LiveBlacksVote. There?s no getting around it #AlabamaSenateRace ,0,0,0,0.0,80,0,10,10
 Files ,0,0,0,0.0,7,0,4,4
Dear #BLM  cultural appropriation doesn't exist...,0,0,0,0.1,50,0,7,7
#PharrellWilliams: ?It rains and they shoot black people?   ,0,0,0,-0.16666666666666666,60,0,6,6
"Say their name. Rodney Turner, 2016-01-04 .",0,0,0,0.0,43,0,6,6
"French #Antifa  

Propaganda islamists in France...

See the connections ? It was in 2011 ",1,1,2,-0.05,94,1,9,10
-  CAN NOT  be biased about this!,0,0,0,0.0,33,1,9,10
"- This unarmed white male got shot by a police officer!!! 

 has to make some noise this is exactly what they protest against!",0,0,0,0.10416666666666667,128,4,4,8
"""Trump knows he is where he is because of his appeal to racism and xenophobia. The people that want to divide the country are in his camp. They want to go back to the 18th century!"" Karim Abdul Jabbar said
 #PoliceBrutality #BlackTwitter #racism #NFL ",20,9,29,0.0,252,1,16,17
A  protest in #Knightsbridge has literally stopped traffic ? I'm happy to be late to work for this ? ,0,0,0,0.25,101,0,6,6
"#Thucydides... 'So little PAINS do the vulgar take in the investigation of TRUTH, accepting readily the first STORY that comes to hand.' #SaluteToService #USArmy #USNavy #USMilitary #USAF #WarOnTerror #WarOnDrugs  #Brexit ",0,0,0,-0.109375,222,0,43,43
On my way to the march against the enslavement of African people. #LybianEmbassy I hope to see you all there ? #Wematter  #Stopslaveryinlibya,1,0,1,0.0,141,0,7,7
Imagine being this pathetic ??????  ,0,0,0,-1.0,36,0,4,4
This isn't a scam or propaganda! This is reality for thousands of people!Do not be the person who lets this horrific crime go unnoticed.Things NEED to change; together let's make them!?? #stopslaveryinlibya #protectourbrothersandsisters  do not turn a blind eye ,1,0,1,-0.5416666666666666,262,3,8,11
Analysis | Nearly 9 in 10 black Americans think Trump respects people of color less than whites   #DumpTrump #BlackTwitter #News ,1,1,2,-0.16666666666666666,129,0,12,12
"The 4756 best images about  on Pinterest | Police departments, Grand jury and Police officer ",0,0,0,0.75,93,0,8,8
". @jimmy_dore @JayarJackson @libertytarian ur thoughts on this? 
 
#Untouchable @Eminem ",0,0,0,0.0,90,1,7,8
"Lest we lose ourselves in our own realities, let's not forget the immediate reality facing those in Libya - the victims of a trade that has allowed for the mass kidnapping, dehumanisation, and murder of millions since the 15th century. #Libya #whereistheoutrage ",11,8,19,0.6,262,0,3,3
 should like this! Do you support @POTUS efforts to help the #BlackCommunity? He's doing exactly what @BarackObama couldn't or wouldn't do. #Dems DO NOT SUPPORT #Blacks they enslave you!! ,4,6,10,0.390625,188,4,28,32
"The thing that hurts the most about this #NetNeutrality bullshit? Is that the neutral internet has given people of color a voice and a platform to be visible in a white world that suppressed us, this is another move to suppress our voice and power #BlackTwitter ",0,0,0,0.25,262,1,9,10
" people need to stop trying to put me in that ""oppressed"" or ""underprivileged"" group because I know I'm more privileged than any under $50k making household, homeless person and anyone who can't afford at least 3 meals a day! #checkyourprivilege",0,0,0,0.0625,245,1,5,6
" is an objectively better organization when they spend their time trying to save lives, not so much dragging their political opponents through the mud with absurd, divisive, unverifiable claims. ",1,0,1,0.04999999999999999,195,0,3,3
The latest Love 2 Love U Daily!   #trends,0,0,0,0.375,41,1,5,6
"Blacks kill blacks at 10x the rate of whites
35x the rate of Jews.
We rob our own lives of value. 
Make ",0,0,0,0.6,107,0,7,7
"So , does 'white privilege' include being pumped full of holes while on your knees?

#DanielShaver",1,0,1,0.175,100,1,6,7
"So what you're saying is...  , yes? ",0,0,0,0.0,36,1,4,5
"Eminem is back and this is the as intense as  can ever get, lyrics that are total political blast
""We're applying, but McDonald's
Seems to be the only franchise that'll hire"" 

",0,0,0,0.04,181,0,5,5
This is why we say  and why #AllLivesMatter is the dumbest ? ,0,0,0,0.0,61,0,7,7
Librarian Creates  Booklist for Teens | School Library Journal ,0,0,0,0.0,63,0,10,10
My Air. My Water. My Soil!!!  #CorruptBastard #PathologicalLiar #FakeChristian #FakePatriot #MORON  ,0,0,0,-0.8,100,3,22,25
#DanielShaver  we been trying to tell y?all they will execute y?all too.  protects you too. Get on board,1,1,2,0.0,104,0,3,3
Hey #Alabama @MooreSenate longs for the times of slavery. Please get out and  vote @GDouglasJones on Tuesday and tell the world and @realDonaldTrump that you will have #NoMoore  #Resist #RoyMooreSexPredator #BLM,1,2,3,0.0,211,0,24,24
This was a murder! This black man committed no crime! He must've really liked the cops shoe though! #BLM  ,1,2,3,0.27083333333333337,106,3,9,12
"If you are a white man who didn?t get it, you can now say ?man, that could be me? too. Please use this to help yourself empathize and understand why  to everyone. Police killings are everybody?s problem. ",0,0,0,0.0,204,0,6,6
"Oh what a spectacular trio stellar luminaries! Shine brightly on, daily illuminating lives everywhere, individually & collectively, w/ your star-spangled talents, principled POVs, political smarts, social justice savvy, wit, wisdom & grace! 
#USA  #globalimpact  ",0,0,0,0.15902777777777774,264,2,11,13
 Camps At Police Station For 2 Weeks |  ,0,0,0,0.0,40,0,9,9
"How much y'all wanna guess this guy is a #Trump supporter , and against  @Nfl..
They are twisted....#whitemen ",0,0,0,0.2,111,0,7,7
"If you don't care about  - though you should - maybe you'll care about this. He's white, compliant, unarmed, and still murdered. If you never believed anyone else, know that THIS is the problem.

#PoliceBrutality #resist ",2,3,5,0.0,223,0,9,9
"'Please don't kill me' ?

The more you watch this, the more disgusting it gets.
How was this police officer acquitted of murder when he carried out such a clear, unprovoked, sickening execution??
 


 #USA #racism #MeToo @End_Police_Brut ",4,2,6,-0.13333333333333333,245,1,14,15
...Dear White People...now here is the opportunity to put those twitter threads about race to actual use. ,1,0,1,0.0,106,0,6,6
"The unrestrained use of force & the ridiculousness of being afraid we'll get shot while trying to comply with contradictory orders is what needs to change.

 #AllLivesMatter #KateSteinle #DanielShaver #Gunsense #PhilandoCastile #TakeAKnee

",1,0,1,-0.6,244,0,17,17
"#Amen ?????? SO MUCH SO THAT NOT ONE #SINGLE  #CAMPAIGN #GROUP HAS HEARD A SINGLE WORD OR EVEN SHOWED ME ANY KIND OF #SUPPORT WHAT SO EVER IN THE ONGOING #Coverup OF WHAT #BBCBias, @metpoliceuk @VictorOlisaMPS HAVE ALL DONE TO HELP KEEP IT QUIET. ",3,2,5,0.13142857142857142,247,0,156,156
"The unrestrained use of force & the ridiculousness of being afraid we'll get shot while trying to comply with contradictory orders is what needs to change.
 #AllLivesMatter #KateSteinle #DanielShaver #Gunsense #PhilandoCastile #TakeAKnee

",2,0,2,-0.6,242,0,17,17
DeRay McKesson of  Tweets Claim That Virginia Shooter Was White | John Hawkins' Right Wing News ,0,0,0,0.14285714285714285,96,0,19,19
  REST IN PEACE PEDRO PIERRE. JUSTICE. NEEDS. TO. BE. SERVED. ,0,0,0,0.0,62,0,47,47
After #DanielShaver let's just stop the bs and admit that #AllLivesMatter was just a rebuttal to  to silence black people fighting for accountability and justice from the court system.,1,0,1,-0.16666666666666666,184,0,9,9
" ,is fighting for #DanielShaver because 1 of their core goals is to stop the murders of unarmed people by police with no accountability. #AllLivesMatter is silent on this.",2,0,2,0.0,171,0,8,8
"White officer kills white man #whitelivesmatter wait that doesn't work, let me ask  would you protest as shaver wasn't black?wait of course not. Hmm I suppose we just shouldn't care. Anyone watching football later? #PhilipBrailsfordYouCunt ",1,0,1,0.0,240,2,11,13
Day 15 - First Steps: Watch    #JamesBaldwin ,4,2,6,0.25,45,0,9,9
some cis people are chanting  but you're not the left,0,0,0,0.0,53,0,3,3
"A 40yr hegemony of Negro Priest-Kings
We forget that Black Intellects championed pride
Make 
",0,0,0,-0.16666666666666666,96,0,11,11
These things need to be addressed #Blm  #notonemore ,0,0,0,0.0,52,0,5,5
"I wonder if this Daniel Shaver video will, all of a sudden, help explain police brutality to those who haven't understood it so far ?  #DanielShaversLifeMatteredToo #EndSARS 
[GRAPHIC VIDEO] ",13,44,57,0.03333333333333333,192,0,28,28
"#Queens are like diamonds.
? Resilient, Strong, & Beautiful ?  



#quoteoftheday #Diamond #blackqueen #resilience #strong  #BlackTwitter #MelaninMagic #BlackWomenLead #boss #blackbusiness #ChristmasTimeIsHere #queening
#fauxloc #natural ",10,4,14,0.4541666666666666,244,0,19,19
